Rank,Rank Δ,Player,Code,C Rating,C Rating Δ,Rating,Rating Δ,RD,RD Δ,Opps,Opps Δ,Ws,Ws Δ,Ls,Ls Δ,Ds,Ds Δ,W%,W% Δ,Last Played,Leaderboard Rank,Title,Title Count
133,-14,LuckyAnesa,-,1567.15,-0.22,1713.2,-6.34,48.68,-2.04,79,7.0,43,4.0,35,3.0,1,0.0,54.43,0.26,2025-02-11,233.0,-,0
134,-32,fugg,US,1565.7,-24.65,1685.45,-29.05,39.92,-1.47,119,11.0,73,3.0,46,8.0,0,0.0,61.34,-3.47,2025-02-16,148.0,G,2
135,53,jhamra,DE,1565.04,58.13,1806.19,15.59,80.38,-14.18,30,9.0,23,7.0,7,2.0,0,0.0,76.67,0.48,2025-02-12,355.0,-,0
136,224,Cogito3,US,1563.92,189.15,1812.68,98.45,82.92,-30.23,29,13.0,25,12.0,4,1.0,0,0.0,86.21,4.96,2025-02-15,210.0,G,1
-,-,Rabbles,AU,1561.55,-1.46,1897.2,0.0,111.89,0.49,16,0.0,12,0.0,4,0.0,0,0.0,75.0,0.0,2022-03-01,-,M,1
137,-15,kenchan,HK,1560.32,-1.69,1665.93,-1.46,35.2,0.07,163,10.0,91,6.0,71,4.0,1,0.0,55.83,0.27,2025-02-13,145.0,G,8
138,-14,Wanderlust,CN,1560.26,-0.9,1774.56,-48.82,71.43,-15.97,37,13.0,23,8.0,14,5.0,0,0.0,62.16,-0.34,2025-02-13,661.0,-,0
139,25,Boyo,TW,1558.94,34.99,1700.19,24.9,47.08,-3.36,77,10.0,50,6.0,25,3.0,2,1.0,64.94,-0.73,2025-02-23,107.0,G,2
140,-23,Arcee,-,1558.9,-14.06,1721.94,-25.27,54.35,-3.74,52,7.0,27,1.0,24,6.0,1,0.0,51.92,-5.86,2025-02-27,83.0,M,2
141,-15,PhiTrigger,US,1558.54,-2.33,1701.02,-0.47,47.49,0.62,77,3.0,37,2.0,40,1.0,0,0.0,48.05,0.75,2025-02-02,117.0,M,7
142,5,Rhizom,-,1558.32,21.35,1688.98,16.57,43.55,-1.59,94,12.0,46,8.0,47,4.0,1,0.0,48.94,2.6,2025-02-28,125.0,P,2
143,-18,Miklos,HU,1556.46,-4.49,1666.99,0.0,36.84,1.5,147,0.0,81,0.0,64,0.0,2,0.0,55.1,0.0,2024-10-01,231.0,-,0
144,-15,Hsugneslie,-,1555.38,-1.97,1806.31,0.0,83.64,0.66,32,0.0,18,0.0,13,0.0,1,0.0,56.25,0.0,2024-08-11,203.0,G,8
145,-11,Shagrat,CZ,1555.07,0.49,1709.72,-12.15,51.55,-4.21,66,10.0,44,5.0,21,5.0,1,0.0,66.67,-2.97,2025-02-15,134.0,G,1
146,-10,Terence,-,1553.9,2.48,1655.53,3.34,33.88,0.29,169,10.0,85,6.0,83,4.0,1,0.0,50.3,0.61,2025-02-12,228.0,G,6
147,114,jezza101,AU,1553.53,102.38,1751.97,74.85,66.15,-9.18,40,9.0,20,7.0,18,2.0,2,0.0,50.0,8.06,2025-02-13,73.0,G,4
148,-17,darwinian,GB,1553.42,-2.43,1724.97,-19.33,57.18,-5.64,49,9.0,29,4.0,19,5.0,1,0.0,59.18,-3.32,2025-02-13,91.0,P,2
149,13,Obinger_Alphons,AT,1553.25,28.85,1754.62,-8.35,67.12,-12.4,36,10.0,25,6.0,11,4.0,0,0.0,69.44,-3.64,2025-02-14,270.0,-,0
150,-15,Mike1313,RU,1552.18,-2.05,1656.09,-2.48,34.64,-0.14,165,12.0,96,7.0,67,5.0,2,0.0,58.18,0.01,2025-02-09,217.0,-,0
151,-18,MruczekW,PL,1551.93,-2.72,1733.28,0.0,60.45,0.91,42,0.0,29,0.0,12,0.0,1,0.0,69.05,0.0,2024-10-01,151.0,G,4
152,20,LeonidasI,-,1551.26,31.75,1725.89,9.33,58.21,-7.47,57,10.0,35,6.0,22,4.0,0,0.0,61.4,-0.3,2025-02-14,171.0,-,0
153,-10,ElKhan,CL,1550.04,4.99,1658.41,5.42,36.12,0.14,142,9.0,74,6.0,66,2.0,2,1.0,52.11,0.98,2025-02-10,103.0,G,10
-,-,Cleanbulk,NL,1549.28,-1.76,1828.04,0.0,92.92,0.59,25,0.0,16,0.0,8,0.0,1,0.0,64.0,0.0,2023-06-06,-,M,5
154,-16,Doughnut,GB,1548.5,-2.24,1768.34,0.0,73.28,0.75,35,0.0,22,0.0,12,0.0,1,0.0,62.86,0.0,2024-07-15,272.0,G,6
155,8,maiquelPS,ES,1546.86,22.6,1726.78,1.72,59.98,-6.96,53,12.0,27,5.0,25,7.0,1,0.0,50.94,-2.72,2025-02-28,56.0,P,15
156,-16,Majondor,AU,1546.71,-1.8,1819.22,0.0,90.84,0.6,23,0.0,16,0.0,7,0.0,0,0.0,69.57,0.0,2024-07-30,12.0,GM,5
157,26,Amorin,ES,1546.25,34.57,1712.73,29.21,55.5,-1.79,66,6.0,37,6.0,29,0.0,0,0.0,56.06,4.39,2025-02-03,159.0,-,0
158,16,Shadowiscool500,US,1545.52,26.37,1674.21,22.16,42.9,-1.4,97,12.0,55,10.0,42,2.0,0,0.0,56.7,3.76,2025-02-28,165.0,G,2
159,94,ERock37,CA,1545.13,90.99,1757.74,57.13,70.87,-11.29,36,10.0,25,9.0,11,1.0,0,0.0,69.44,7.9,2025-02-14,126.0,-,0
160,-14,McNulty,US,1544.91,7.54,1664.24,3.18,39.78,-1.45,129,13.0,74,7.0,53,5.0,2,1.0,57.36,-0.4,2025-02-14,361.0,-,0
161,-41,_sleepwalker,-,1544.71,-20.86,1716.78,-25.67,57.36,-1.6,55,5.0,42,2.0,13,3.0,0,0.0,76.36,-3.64,2025-02-01,371.0,-,0
162,103,MikeyLear,-,1544.32,95.28,1736.27,56.31,63.99,-12.99,42,13.0,30,11.0,12,2.0,0,0.0,71.43,5.91,2025-02-14,434.0,-,0
-,-,zanydruid,-,1544.28,-1.49,1874.03,0.0,109.92,0.5,16,0.0,11,0.0,5,0.0,0,0.0,68.75,0.0,2022-03-01,-,-,0
163,-9,JimmyLin,TW,1543.93,12.11,1654.64,9.62,36.9,-0.83,135,12.0,69,8.0,66,4.0,0,0.0,51.11,1.52,2025-02-09,173.0,M,2
164,98,phoang,-,1543.6,93.56,1755.31,53.41,70.57,-13.38,33,10.0,22,8.0,11,2.0,0,0.0,66.67,5.8,2025-02-11,308.0,-,0
165,-28,Gavatron,CA,1543.44,-7.71,1767.83,-14.59,74.8,-2.29,39,3.0,26,2.0,13,1.0,0,0.0,66.67,0.0,2025-02-08,98.0,P,3
-,-,Djinges,-,1542.77,-1.9,1800.92,0.0,86.05,0.63,27,0.0,15,0.0,12,0.0,0,0.0,55.56,0.0,2023-10-09,-,-,0
166,-21,Cmacu,-,1542.06,3.63,1819.5,-7.59,92.48,-3.74,24,3.0,16,2.0,8,1.0,0,0.0,66.67,0.0,2025-01-28,803.0,-,0
167,-26,tupper,CA,1540.18,-7.66,1714.39,-22.88,58.07,-5.08,57,10.0,44,6.0,13,4.0,0,0.0,77.19,-3.66,2025-02-15,139.0,G,3
168,-45,HeirOfValyria,-,1540.09,-21.73,1689.47,-28.14,49.8,-2.14,63,7.0,34,2.0,27,5.0,2,0.0,53.97,-3.17,2025-02-12,141.0,P,14
169,-21,rcia,ES,1538.96,2.64,1680.12,2.79,47.05,0.05,84,5.0,49,4.0,35,1.0,0,0.0,58.33,1.37,2025-01-26,169.0,G,16
170,14,gamblerch,CL,1538.46,27.25,1679.94,18.19,47.16,-3.02,85,12.0,48,9.0,37,3.0,0,0.0,56.47,3.05,2025-02-13,318.0,-,0
171,47,BemuthBambai,DE,1538.43,60.39,1721.28,28.67,60.95,-10.57,45,13.0,31,10.0,14,3.0,0,0.0,68.89,3.27,2025-02-15,477.0,-,0
172,-23,virvett,BR,1536.77,0.95,1687.23,-9.54,50.15,-3.5,67,9.0,36,4.0,31,5.0,0,0.0,53.73,-1.44,2025-02-15,216.0,G,2
173,68,mushan,CN,1534.86,75.57,1758.1,28.52,74.41,-15.68,29,9.0,23,7.0,6,2.0,0,0.0,79.31,-0.69,2025-02-09,277.0,GM,1
174,-24,RutgerHauer,SE,1533.65,-2.0,1779.34,0.0,81.9,0.67,27,0.0,16,0.0,11,0.0,0,0.0,59.26,0.0,2024-09-10,39.0,M,2
175,16,sunian,-,1532.84,30.04,1861.38,18.4,109.51,-3.88,17,1.0,16,1.0,1,0.0,0,0.0,94.12,0.37,2024-12-10,1039.0,-,0
176,-25,gomensky,CZ,1532.01,-2.36,1740.56,0.0,69.52,0.79,52,0.0,39,0.0,12,0.0,1,0.0,75.0,0.0,2024-07-01,84.0,G,2
177,15,OlaWictorin,-,1531.5,28.84,1754.6,20.87,74.37,-2.66,36,3.0,28,3.0,7,0.0,1,0.0,77.78,2.02,2025-02-06,149.0,G,3
178,26,Wolar,CZ,1530.74,36.79,1680.02,22.63,49.76,-4.72,67,11.0,40,7.0,27,4.0,0,0.0,59.7,0.77,2025-02-25,175.0,-,0
179,7,DavidSegoviano,ES,1528.98,20.41,1656.11,14.14,42.38,-2.09,98,13.0,54,9.0,43,4.0,1,0.0,55.1,2.16,2025-02-15,193.0,G,2
180,-28,LordMichael,DE,1528.73,-3.48,1674.4,-1.88,48.55,0.53,82,2.0,46,1.0,34,1.0,2,0.0,56.1,-0.15,2025-01-26,135.0,G,8
181,-28,Prautim,-,1528.69,-3.19,1783.96,-13.81,85.09,-3.54,27,3.0,18,2.0,9,1.0,0,0.0,66.67,0.0,2025-02-03,495.0,-,0
182,94,GunKer,-,1527.91,90.8,1718.09,48.73,63.39,-14.02,53,13.0,31,10.0,21,3.0,1,0.0,58.49,5.99,2025-02-21,266.0,G,2
183,139,Rolls.Royal,-,1527.62,126.81,1762.28,58.72,78.22,-22.7,36,14.0,27,10.0,9,4.0,0,0.0,75.0,-2.27,2025-02-28,367.0,-,0
184,-6,rap2,HK,1527.46,13.11,1709.84,-25.08,60.79,-12.73,49,13.0,31,6.0,18,7.0,0,0.0,63.27,-6.17,2025-02-17,143.0,G,6
185,-28,Tanario,DK,1525.32,-2.6,1714.88,0.0,63.19,0.87,50,0.0,41,0.0,9,0.0,0,0.0,82.0,0.0,2024-07-01,374.0,-,0
186,-28,Footloop,CA,1524.87,-2.1,1758.85,0.0,77.99,0.7,31,0.0,20,0.0,11,0.0,0,0.0,64.52,0.0,2024-07-15,404.0,GM,7
-,-,invalidName,NO,1524.49,-1.45,1862.82,0.0,112.78,0.48,16,0.0,12,0.0,4,0.0,0,0.0,75.0,0.0,2023-04-16,-,GM,2
-,-,XiePei,-,1524.45,-1.25,1914.95,0.0,130.17,0.42,12,0.0,10,0.0,2,0.0,0,0.0,83.33,0.0,2022-02-01,-,-,0
-,-,Alpha775,-,1524.45,-1.26,1912.5,0.0,129.35,0.42,12,0.0,10,0.0,2,0.0,0,0.0,83.33,0.0,2022-02-01,-,-,0
-,-,VikingLeif,-,1523.26,-2.04,1763.18,0.0,79.97,0.68,27,0.0,16,0.0,11,0.0,0,0.0,59.26,0.0,2024-01-05,-,P,8
187,-31,Dvale112,US,1523.06,-4.99,1697.11,-5.68,58.02,-0.23,50,2.0,29,1.0,21,1.0,0,0.0,58.0,-0.33,2025-01-30,147.0,G,12
188,43,Rajeev,-,1522.93,58.01,1718.56,18.54,65.21,-13.16,35,10.0,22,6.0,13,4.0,0,0.0,62.86,-1.14,2025-02-11,164.0,G,1
189,-24,NapoleonB,PL,1521.6,-1.61,1683.64,-4.74,54.02,-1.04,66,6.0,34,4.0,32,2.0,0,0.0,51.52,1.52,2025-02-11,768.0,-,0
190,-13,Vangelisb,GR,1520.75,5.99,1676.59,-10.07,51.94,-5.35,68,12.0,39,7.0,29,5.0,0,0.0,57.35,0.21,2025-02-19,184.0,G,6
191,8,jingjing123,CN,1520.4,21.91,1641.99,17.8,40.53,-1.37,111,14.0,59,11.0,49,2.0,3,1.0,53.15,3.67,2025-02-28,355.0,-,0
192,4,takusto_II,JP,1519.86,18.71,1681.58,16.82,53.91,-0.63,63,3.0,31,3.0,32,0.0,0,0.0,49.21,2.54,2025-02-04,62.0,M,3
193,-38,MidnightFox,SE,1519.54,-9.57,1717.33,-44.66,65.93,-11.7,40,10.0,24,4.0,16,6.0,0,0.0,60.0,-6.67,2025-02-09,142.0,G,2
194,-25,Fjantarik,-,1519.51,-1.49,1847.58,0.0,109.36,0.5,15,0.0,11,0.0,4,0.0,0,0.0,73.33,0.0,2024-07-30,57.0,P,2
195,-29,Dragonite,US,1519.23,-3.32,1667.56,0.0,49.45,1.11,71,0.0,38,0.0,32,0.0,1,0.0,53.52,0.0,2024-10-01,128.0,G,4
196,-26,Beowls,-,1519.03,-1.32,1889.99,0.0,123.65,0.44,11,0.0,8,0.0,3,0.0,0,0.0,72.73,0.0,2024-07-15,404.0,-,0
197,-29,treitze,DE,1519.01,-2.5,1715.31,0.0,65.43,0.83,39,0.0,21,0.0,18,0.0,0,0.0,53.85,0.0,2024-10-31,109.0,P,4
198,-27,jonswar,US,1517.92,-2.35,1727.2,0.0,69.76,0.78,30,0.0,17,0.0,13,0.0,0,0.0,56.67,0.0,2024-10-01,548.0,M,1
199,-14,Adamez,PL,1517.77,7.31,1666.08,-3.7,49.44,-3.67,75,10.0,40,4.0,35,6.0,0,0.0,53.33,-2.05,2025-02-11,236.0,-,0
200,50,Kor,BE,1517.37,61.59,1845.57,39.71,109.4,-7.29,14,2.0,11,2.0,3,0.0,0,0.0,78.57,3.57,2025-01-31,591.0,-,0
201,-28,FreddyCrugerKiller,UA,1517.33,-2.18,1742.03,0.0,74.9,0.73,30,0.0,18,0.0,12,0.0,0,0.0,60.0,0.0,2024-08-11,70.0,M,6
-,-,_Melkor,-,1517.08,-1.48,1847.3,0.0,110.07,0.49,15,0.0,9,0.0,6,0.0,0,0.0,60.0,0.0,2023-10-09,-,-,0
202,-23,Qiubag,PL,1517.04,3.9,1655.11,-3.67,46.03,-2.52,87,10.0,46,5.0,40,5.0,1,0.0,52.87,-0.38,2025-02-09,162.0,G,6
-,-,smoula892,-,1514.53,-1.46,1850.03,0.0,111.83,0.49,16,0.0,10,0.0,5,0.0,1,0.0,62.5,0.0,2022-03-01,-,-,0
203,-36,wittr,GR,1514.26,-7.34,1654.14,-13.83,46.63,-2.16,80,9.0,41,3.0,36,6.0,3,0.0,51.25,-2.27,2025-02-09,85.0,P,8
204,-24,zbert,DE,1513.37,0.43,1637.59,-3.34,41.41,-1.26,110,10.0,62,5.0,47,5.0,1,0.0,56.36,-0.64,2025-02-16,187.0,G,2
-,-,P373R,GB,1513.05,-1.27,1898.34,0.0,128.43,0.42,12,0.0,10,0.0,2,0.0,0,0.0,83.33,0.0,2022-02-01,-,G,2
205,-24,LT.Stuntovic,-,1512.75,0.27,1706.99,-4.32,64.75,-1.53,46,3.0,25,2.0,21,1.0,0,0.0,54.35,0.86,2025-02-09,591.0,G,12
206,-17,ElChupacabra,MK,1512.21,7.42,1712.9,-13.89,66.9,-7.1,33,6.0,18,2.0,15,4.0,0,0.0,54.55,-4.71,2025-02-12,58.0,M,1
207,-46,raist,SG,1510.23,-15.36,1619.77,-15.53,36.51,-0.06,147,9.0,81,4.0,66,5.0,0,0.0,55.1,-0.7,2025-02-23,138.0,P,2
-,-,TSS,-,1509.96,-1.49,1838.38,0.0,109.47,0.5,16,0.0,10,0.0,5,0.0,1,0.0,62.5,0.0,2022-03-01,-,-,0
208,47,Notbot66,-,1509.93,55.81,1715.7,17.59,68.59,-12.74,34,9.0,22,6.0,12,3.0,0,0.0,64.71,0.71,2025-02-13,211.0,-,0
209,-7,baodalanxin,CN,1509.56,12.75,1653.92,11.13,48.12,-0.54,82,6.0,46,5.0,36,1.0,0,0.0,56.1,2.15,2025-01-28,235.0,G,2
210,-51,Hardco,CA,1509.33,-17.48,1641.02,-17.4,43.9,0.03,89,6.0,45,2.0,42,4.0,2,0.0,50.56,-1.25,2025-01-28,387.0,M,1
211,-29,CouchKing,PK,1508.55,-3.31,1657.64,0.0,49.7,1.1,74,0.0,41,0.0,31,0.0,2,0.0,55.41,0.0,2024-10-01,112.0,P,2
212,-19,Dayvs,-,1507.44,4.83,1628.5,0.31,40.35,-1.51,118,13.0,66,8.0,51,5.0,1,0.0,55.93,0.69,2025-02-13,199.0,-,0
213,-26,Vorbrock,-,1505.72,-2.45,1729.06,-10.75,74.45,-2.77,28,3.0,16,2.0,11,1.0,1,0.0,57.14,1.14,2025-02-10,205.0,P,12
214,16,WhateverParsley,-,1505.62,40.22,1683.79,14.32,59.39,-8.63,46,10.0,24,6.0,22,4.0,0,0.0,52.17,2.17,2025-02-13,90.0,P,12
215,-39,fathope,SK,1504.85,-10.6,1651.02,-20.56,48.72,-3.32,79,10.0,45,4.0,33,6.0,1,0.0,56.96,-2.46,2025-02-11,154.0,P,2
-,-,Andrethegiant,NO,1504.39,-1.65,1801.5,0.0,99.04,0.55,20,0.0,13,0.0,7,0.0,0,0.0,65.0,0.0,2023-07-18,-,GM,1
216,new,moemoe,DE,1503.28,1053.28,1832.49,332.49,109.74,109.74,14,14.0,11,11.0,3,3.0,0,0.0,78.57,78.57,2025-02-28,508.0,-,0
217,73,Neandrtalec,-,1502.59,74.09,1696.15,46.18,64.52,-9.3,40,9.0,24,8.0,15,1.0,1,0.0,60.0,8.39,2025-02-14,274.0,-,0
218,-28,shpand,-,1500.61,-2.21,1723.15,0.0,74.18,0.74,29,0.0,19,0.0,10,0.0,0,0.0,65.52,0.0,2024-10-31,272.0,-,0
219,-25,Berfner,SE,1500.47,-1.59,1809.49,0.0,103.01,0.53,15,0.0,9,0.0,5,0.0,1,0.0,60.0,0.0,2024-07-30,183.0,-,0
220,74,BeatrixAnd,PL,1500.37,76.64,1765.54,-19.7,88.39,-32.12,27,13.0,22,9.0,5,4.0,0,0.0,81.48,-11.38,2025-02-20,310.0,-,0
221,-26,ChipsAhoya,US,1500.24,-1.09,1603.8,-0.57,34.52,0.17,177,9.0,90,5.0,86,4.0,1,0.0,50.85,0.25,2025-02-19,158.0,P,8
222,-3,ChampDeGlace,DE,1500.18,23.87,1668.4,-0.39,56.07,-8.09,53,12.0,31,6.0,21,6.0,1,0.0,58.49,-2.49,2025-02-12,161.0,G,1
223,26,Oleksandr,-,1499.28,42.41,1681.74,13.07,60.82,-9.78,48,13.0,32,9.0,16,4.0,0,0.0,66.67,0.96,2025-02-12,443.0,-,0
224,-18,Raffaello,DE,1498.45,5.99,1696.53,-37.59,66.03,-14.53,36,12.0,24,6.0,12,6.0,0,0.0,66.67,-8.33,2025-02-10,136.0,G,2
225,2,Bulten,-,1498.43,30.78,1709.27,14.69,70.28,-5.36,37,6.0,26,3.0,9,2.0,2,1.0,70.27,-3.92,2025-01-30,222.0,G,1
226,-23,St-Amadeus,CA,1497.61,1.09,1635.74,-7.72,46.05,-2.94,87,10.0,39,5.0,46,5.0,2,0.0,44.83,0.67,2025-02-15,187.0,P,4
227,-30,Lloydinspace100,-,1497.24,-3.16,1654.2,0.0,52.32,1.05,67,0.0,31,0.0,33,0.0,3,0.0,46.27,0.0,2024-10-01,113.0,G,10
228,23,yliu386,-,1496.39,42.19,1830.97,27.46,111.53,-4.91,15,3.0,13,3.0,2,0.0,0,0.0,86.67,3.34,2025-02-03,591.0,-,0
229,-54,henrymerrivale,IT,1496.13,-20.99,1633.87,-31.57,45.91,-3.53,84,12.0,47,4.0,36,8.0,1,0.0,55.95,-3.77,2025-02-10,209.0,P,4
230,2,Mario86,-,1495.17,31.33,1671.08,-3.55,58.64,-11.63,52,14.0,31,8.0,21,6.0,0,0.0,59.62,-0.91,2025-02-13,421.0,G,4
231,-23,Kuter,PL,1494.94,5.58,1607.97,6.98,37.68,0.47,132,6.0,66,4.0,64,2.0,2,0.0,50.0,0.79,2025-02-01,259.0,-,0
232,-32,Asaf,IL,1494.79,-3.01,1658.63,0.0,54.61,1.0,70,0.0,39,0.0,30,0.0,1,0.0,55.71,0.0,2024-04-04,492.0,-,0
233,-26,Klakla92th,-,1493.15,2.05,1616.31,5.06,41.05,1.01,111,3.0,60,3.0,51,0.0,0,0.0,54.05,1.27,2024-12-07,285.0,G,4
234,73,refs,NO,1492.23,81.43,1720.54,25.75,76.1,-18.56,30,12.0,21,9.0,9,3.0,0,0.0,70.0,3.33,2025-02-13,480.0,-,0
235,45,Spence2102,-,1491.57,56.54,1690.41,14.88,66.28,-13.89,36,13.0,23,9.0,13,4.0,0,0.0,63.89,3.02,2025-02-13,215.0,G,2
-,-,Mariac,-,1491.3,-2.52,1686.32,0.0,65.01,0.84,42,0.0,27,0.0,15,0.0,0,0.0,64.29,0.0,2024-03-12,-,-,0
236,-22,ugglor,-,1490.62,10.58,1643.34,6.57,50.91,-1.34,73,6.0,44,4.0,28,2.0,1,0.0,60.27,0.57,2025-02-01,460.0,G,2
-,-,Benni,-,1490.25,-1.47,1822.16,0.0,110.64,0.49,16,0.0,12,0.0,4,0.0,0,0.0,75.0,0.0,2023-06-06,-,G,2
237,3,ed_vins,LV,1490.05,29.78,1627.9,21.63,45.95,-2.72,90,12.0,59,8.0,30,4.0,1,0.0,65.56,0.18,2025-02-09,244.0,-,0
-,-,Dunedain,US,1489.71,-2.35,1698.86,0.0,69.71,0.78,42,0.0,23,0.0,14,0.0,5,0.0,54.76,0.0,2023-11-15,566.0,G,12
238,302,ruby_buby,US,1487.73,226.99,1764.08,58.99,92.11,-56.0,19,12.0,16,9.0,3,3.0,0,0.0,84.21,-15.79,2025-02-14,649.0,-,0
-,-,ducky1,-,1487.1,-1.79,1761.0,0.0,91.3,0.6,27,0.0,18,0.0,9,0.0,0,0.0,66.67,0.0,2023-06-12,-,-,0
239,-26,CrystalPete420,-,1486.98,2.3,1645.98,-12.51,53.0,-4.94,50,9.0,27,3.0,23,6.0,0,0.0,54.0,-4.54,2025-02-11,391.0,-,0
240,-17,Kermit19,-,1486.43,14.4,1628.02,2.26,47.2,-4.05,90,13.0,49,8.0,41,5.0,0,0.0,54.44,1.19,2025-02-10,675.0,-,0
241,122,Sellux,IT,1485.04,112.62,1674.0,72.31,62.99,-13.44,39,12.0,19,8.0,20,4.0,0,0.0,48.72,7.98,2025-02-10,167.0,-,0
242,53,Gagic,CZ,1484.82,61.83,1687.05,25.12,67.41,-12.24,34,9.0,20,5.0,14,4.0,0,0.0,58.82,-1.18,2025-02-11,131.0,G,5
-,-,zc74560,-,1483.81,-1.27,1869.56,0.0,128.59,0.42,12,0.0,9,0.0,3,0.0,0,0.0,75.0,0.0,2022-02-01,-,-,0
243,-45,MartinW,DE,1481.24,-18.23,1637.52,-28.99,52.1,-3.59,63,10.0,32,3.0,31,7.0,0,0.0,50.79,-3.93,2025-02-16,144.0,G,4
244,-35,Haxxorn,SE,1481.11,-7.42,1591.88,-9.1,36.92,-0.56,136,12.0,69,5.0,67,7.0,0,0.0,50.74,-0.87,2025-02-18,222.0,G,10
245,-1,Demetrius,UA,1480.17,21.49,1707.78,12.1,75.87,-3.13,30,3.0,17,2.0,13,1.0,0,0.0,56.67,1.11,2025-02-01,299.0,-,0
246,-31,vermiliondk,-,1477.77,-1.52,1800.72,0.0,107.65,0.51,12,0.0,8,0.0,4,0.0,0,0.0,66.67,0.0,2024-07-15,495.0,-,0
247,-2,Olesch,DE,1477.1,18.63,1732.33,4.2,85.08,-4.81,29,3.0,18,2.0,11,1.0,0,0.0,62.07,0.53,2025-02-04,194.0,P,2
248,new,Plunderteig,-,1477.09,1027.09,1937.59,437.59,153.5,153.5,6,6.0,6,6.0,0,0.0,0,0.0,100.0,100.0,2025-02-03,-,-,0
249,-33,FoLKeN91,FR,1476.95,-1.91,1733.17,0.0,85.41,0.64,30,0.0,18,0.0,11,0.0,1,0.0,60.0,0.0,2024-07-15,230.0,M,2
250,-2,MurphyAKL,US,1475.79,18.56,1578.22,17.95,34.14,-0.2,182,13.0,81,9.0,100,4.0,1,0.0,44.51,1.91,2025-02-14,176.0,G,2
251,-14,Thronx,DE,1475.02,13.89,1606.14,10.39,43.71,-1.17,94,7.0,47,5.0,45,2.0,2,0.0,50.0,1.72,2025-02-23,226.0,G,4
252,-18,ZRoronoaZ,CZ,1474.79,11.21,1606.53,11.88,43.91,0.22,98,5.0,55,4.0,40,1.0,3,0.0,56.12,1.28,2025-01-30,434.0,-,0
253,unretired,kyshantry,US,1473.64,60.42,1821.35,36.63,115.9,-7.93,16,2.0,12,2.0,4,0.0,0,0.0,75.0,3.57,2025-01-26,-,M,1
254,-53,Nostradamus5321,-,1472.81,-24.63,1633.98,-42.1,53.72,-5.83,62,13.0,40,5.0,22,8.0,0,0.0,64.52,-6.91,2025-02-21,472.0,-,0
255,-8,Pieroz88,-,1472.67,15.1,1619.34,2.94,48.89,-4.05,68,12.0,34,6.0,32,6.0,2,0.0,50.0,0.0,2025-02-10,622.0,-,0
256,-46,ThomRun974,FR,1472.03,-15.34,1627.38,-16.74,51.78,-0.47,68,5.0,37,2.0,30,3.0,1,0.0,54.41,-1.15,2025-01-28,378.0,G,6
-,-,V0jta,CZ,1471.69,-2.38,1678.04,0.0,68.79,0.79,39,0.0,21,0.0,17,0.0,1,0.0,53.85,0.0,2023-11-15,-,G,16
-,-,Chuckles_the_second,-,1471.36,-1.41,1818.24,0.0,115.63,0.47,17,0.0,12,0.0,4,0.0,1,0.0,70.59,0.0,2023-04-16,-,M,1
-,-,ddxy,-,1470.97,-1.46,1806.21,0.0,111.75,0.49,16,0.0,10,0.0,6,0.0,0,0.0,62.5,0.0,2022-03-01,-,-,0
257,22,Panthera,PL,1469.58,34.23,1602.14,25.77,44.19,-2.82,90,12.0,52,9.0,38,3.0,0,0.0,57.78,2.65,2025-02-16,265.0,-,0
-,-,Alpha.K,-,1469.33,-1.6,1775.77,0.0,102.15,0.53,19,0.0,11,0.0,7,0.0,1,0.0,57.89,0.0,2023-03-01,-,-,0
258,-33,Dooglassa,-,1469.21,-1.43,1811.99,0.0,114.26,0.48,12,0.0,7,0.0,5,0.0,0,0.0,58.33,0.0,2024-07-15,495.0,-,0
259,-37,BradSwan,US,1469.17,-2.95,1637.42,0.0,56.08,0.98,54,0.0,25,0.0,27,0.0,2,0.0,46.3,0.0,2024-10-01,398.0,G,14
260,-36,Magnetiseur,DE,1468.86,-2.02,1712.37,0.0,81.17,0.67,29,0.0,16,0.0,13,0.0,0,0.0,55.17,0.0,2024-07-15,132.0,P,10
261,-40,Dovi,PL,1468.39,-4.19,1611.92,-5.64,47.84,-0.48,90,6.0,53,3.0,37,3.0,0,0.0,58.89,-0.63,2025-01-26,220.0,G,2
262,-29,Zathio,US,1467.2,3.55,1620.21,-0.61,51.0,-1.39,61,6.0,37,4.0,24,2.0,0,0.0,60.66,0.66,2025-01-30,513.0,-,0
263,-11,wartin,SK,1466.03,11.86,1594.97,6.11,42.98,-1.92,90,11.0,56,7.0,34,4.0,0,0.0,62.22,0.19,2025-02-11,330.0,P,2
264,-36,ChrisTher,-,1465.15,-1.26,1852.21,0.0,129.02,0.42,8,0.0,6,0.0,2,0.0,0,0.0,75.0,0.0,2024-07-01,286.0,G,2
265,-48,bcnoexceptions,US,1463.88,-14.77,1615.87,-29.87,50.66,-5.03,62,12.0,37,4.0,25,8.0,0,0.0,59.68,-6.32,2025-02-13,243.0,G,4
266,-55,vendogs,RU,1463.74,-22.71,1591.29,-29.2,42.52,-2.16,109,13.0,62,3.0,47,10.0,0,0.0,56.88,-4.58,2025-02-17,220.0,-,0
267,89,weisswurst,NL,1462.66,86.26,1760.21,55.42,99.18,-10.28,15,3.0,10,3.0,5,0.0,0,0.0,66.67,8.34,2025-02-01,213.0,M,4
268,-1,Padishar,-,1462.35,13.79,1569.83,13.34,35.83,-0.15,155,12.0,71,10.0,82,2.0,2,0.0,45.81,3.15,2025-02-10,150.0,G,3
